id,name,status,is_acquired,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,age_first_milestone_year,age_last_milestone_year,avg_participants,state,industry_type,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,is_top500,funding_total_usd_log10,milestone_age_span,funding_age_span,has_milestone_age
c:28114,VT Silicon,closed,0,5.6986,6.8877,2,2,8800000,0,,,1.0,GA,semiconductor,1,0,1,0,0,0,1,6.944482721501812,,1.1890999999999998,0
c:13277,GetBack,closed,0,1.1836,1.1836,1,1,1700000,1,0.9178,0.9178,1.0,CA,web,0,0,1,0,0,0,0,6.230449176845541,0.0,0.0,1
c:63217,Slipstream,closed,0,0.2493,0.2493,1,1,20000,2,0.0,0.7781,1.0,CA,web,0,1,0,0,0,0,0,4.301051709845226,0.7781,0.0,1
c:2534,HipLogic,acquired,1,3.1041,4.9205,10,2,11500000,5,5.0027,8.3534,2.5,CA,mobile,0,0,1,1,0,0,1,7.060697878118348,3.3507000000000007,1.8163999999999998,1
c:5264,Dilithium Networks,closed,0,2.3068,9.4247,12,7,98170000,3,4.4986,11.4164,5.2,CA,mobile,1,0,0,1,1,1,1,7.991978795418486,6.9178,7.1179,1
c:58512,Yobongo,acquired,1,1.2219,1.2219,2,1,1350000,3,0.7479,2.6849,10.0,CA,web,0,1,0,0,0,0,1,6.130334090194503,1.9369999999999998,0.0,1
c:12957,Brickfish,acquired,1,4.7068,4.7068,17,1,940261,2,2.989,6.863,1.0,IL,software,0,0,1,0,0,0,1,5.973248884769817,3.8740000000000006,0.0,1
c:34499,MyEnergy,acquired,1,1.6658,3.6712,12,2,4000000,3,3.6658,3.6712,3.0,MA,web,0,1,1,0,0,0,1,6.6020600999015695,0.005399999999999849,2.0054,1
c:34028,LikeList,closed,0,1.9562,1.9562,5,1,5000000,1,1.0027,1.0027,1.0,CA,web,0,0,1,0,0,0,0,6.698970091194907,0.0,0.0,1
c:23335,Social Collective,closed,0,0.0027,0.0027,3,1,20000,1,0.5836,0.5836,1.0,VA,web,0,1,0,0,0,0,0,4.301051709845226,0.0,0.0,1
c:30526,Pure Networks,acquired,1,4.0301,4.0301,5,1,12500000,1,3.0027,3.0027,3.0,WA,network_hosting,0,0,0,1,0,0,1,7.096910047751614,0.0,0.0,1
c:42519,Internet Pawn,closed,0,1.3397,4.6548,0,5,7228704,2,1.3589,1.3753,2.0,CO,finance,1,0,1,0,0,0,1,6.85906050175813,0.01639999999999997,3.3151,1
c:48376,NeuroTherapeutics Pharma,closed,0,4.3836,5.9562,5,2,55000000,1,5.4986,5.4986,4.0,IL,biotech,1,0,0,1,0,0,1,7.740362697390507,0.0,1.5725999999999996,1
c:15693,Provade,acquired,1,2.063,6.6137,5,4,15180000,0,,,1.0,CA,enterprise,1,0,1,0,1,0,1,7.18127180016911,,4.550699999999999,0
c:47587,Infineta Systems,closed,0,2.3479,3.4301,4,2,30000000,2,2.3562,4.0027,2.5,CA,software,0,0,1,1,0,0,1,7.477121269196145,1.6465,1.0821999999999998,1
c:1669,Challenge Games,acquired,1,2.5233,2.6685,11,2,14500000,3,3.0027,4.4247,1.5,TX,network_hosting,0,0,1,1,0,0,1,7.161368032186317,1.4219999999999997,0.1452,1
c:421,Crowd Factory,acquired,1,2.0685,2.0685,6,1,6500000,3,2.5808,4.3671,3.0,CA,advertising,1,0,0,0,0,0,1,6.8129134234573865,1.7862999999999998,0.0,1
c:155621,Friendsignia,closed,0,0.0,0.0,2,1,15000,1,0.0,0.0,1.0,TN,web,0,1,0,0,0,0,0,4.1761202110560856,0.0,0.0,1
c:40782,Vizibility,acquired,1,0.7288,3.6055,5,5,4705910,3,1.589,4.1041,3.0,NY,mobile,1,1,0,0,0,0,1,6.672643709373281,2.5151,2.8767,1
c:51306,OpenFeint,acquired,1,2.8055,2.8055,6,1,3000000,2,3.0027,4.6493,1.0,CA,games_video,1,0,0,0,0,0,1,6.477121399484465,1.6466000000000003,0.0,1
c:1088,Tumblr,acquired,1,0.7452,4.9178,30,6,125250000,5,3.0438,6.8411,3.5,NY,web,1,0,1,1,1,1,1,8.097777738006704,3.7973,4.1726,1
c:34522,Hotlist,closed,0,0.3315,4.0027,8,4,1449998,3,2.3644,3.6685,1.0,NY,social,1,1,0,0,0,0,1,6.161367702721436,1.3041,3.6712,1
c:83692,Crashlytics,acquired,1,0.6959,1.189,5,2,6000000,3,0.6629999999999999,2.6247,6.0,MA,mobile,0,1,1,0,0,0,1,6.7781513227660515,1.9617,0.4931000000000001,1
c:43831,BridgePoint Medical,acquired,1,2.0603,6.2301,7,3,28200000,0,,,3.0,MN,medical,1,0,0,1,1,0,1,7.450249123719875,,4.1698,0
c:28428,Recurve,acquired,1,3.1479,4.8795,5,2,14000000,1,5.0027,5.0027,2.0,CA,software,1,0,1,0,0,0,1,7.146128066699271,0.0,1.7316000000000003,1
c:17974,Conformity,closed,0,1.5808,1.5808,14,1,3000000,2,2.2521,2.5342,1.0,TX,enterprise,0,0,1,0,0,0,0,6.477121399484465,0.2820999999999998,0.0,1
c:81475,Moprise,closed,0,1.5151,1.7644,6,2,2238055,1,0.7479,0.7479,1.0,WA,enterprise,1,1,0,0,0,0,1,6.349870949121158,0.0,0.24930000000000008,1
c:76543,Plizy,closed,0,0.7123,2.2849,5,2,5200000,2,1.9507,2.2822,1.0,CA,photo_video,1,0,1,0,0,0,1,6.716003427152961,0.3314999999999999,1.5726,1
c:84161,ShopRunner,acquired,1,3.6329,3.6329,4,1,75000000,4,1.1479,3.7781,1.0,PA,ecommerce,1,0,0,0,0,0,0,7.875061269182293,2.6302,0.0,1
c:810,RatePoint,closed,0,0.411,3.9699,13,4,24500000,4,4.2521,5.7671,2.5,MA,software,0,0,1,1,1,0,1,7.3891661020908375,1.5149999999999997,3.5589,1
c:16488,Digital Performance,closed,0,4.9068,8.1014,3,3,4476171,0,,,2.0,CA,advertising,1,0,1,0,0,0,1,6.650906766242303,,3.1946000000000003,0
c:11042,Gowalla,acquired,1,0.5014,2.4219,21,3,10400001,3,2.8192,5.8849,6.0,TX,web,0,0,1,1,0,0,1,7.017033422816942,3.0657,1.9205,1
c:17633,Copan Systems,acquired,1,4.1836,7.1342,8,3,68400000,1,5.0027,5.0027,6.5,CO,network_hosting,1,0,0,0,1,1,1,7.835056108069451,0.0,2.9505999999999997,1
c:3187,Replay Solutions,acquired,1,2.9288,4.6329,13,2,15200000,0,,,2.0,CA,software,0,0,1,1,0,0,1,7.181843616516777,,1.7041000000000004,0
c:164922,Turf Geography Club,closed,0,0.6192,1.5863,2,2,890000,0,,,3.0,NY,mobile,0,1,0,0,0,0,1,5.949390494615967,,0.9671000000000001,0
c:81886,skyrockit,closed,0,10.5315,10.5315,0,1,2600000,0,,,1.0,CA,mobile,1,0,0,0,0,0,1,6.414973515007125,,0.0,0
c:54585,Cartavi,acquired,1,3.8685,3.8685,7,1,1226270,2,3.8301,4.0877,1.0,IL,enterprise,0,1,0,0,0,0,1,6.088586457783339,0.25760000000000005,0.0,1
c:11507,Cramster,acquired,1,6.737,8.2877,5,2,9000000,1,6.7534,6.7534,1.0,CA,web,0,0,1,1,0,0,0,6.954242557694265,0.0,1.550699999999999,1
c:24860,Certify Data Systems,acquired,1,4.6521,8.1288,4,4,7210210,1,6.0055,6.0055,1.0,CA,enterprise,1,0,1,1,0,0,0,6.85794797412232,0.0,3.4767,1
c:148750,Wheelz,acquired,1,0.7397,1.1425,15,2,15700000,1,0.5808,0.5808,3.0,CA,automotive,0,0,1,0,0,0,1,7.195899680071302,0.0,0.40280000000000005,1
c:45611,CentrePath,acquired,1,5.6849,6.3151,4,2,15050000,1,5.0055,5.0055,2.5,MA,software,1,0,0,0,1,0,1,7.1775365287866375,0.0,0.6302000000000003,1
c:4106,VoxPop Network Corporation,acquired,1,0.7479,2.7507,5,2,3500000,2,1.5836,4.5315,3.0,CA,games_video,0,0,1,1,0,0,1,6.5440681684343955,2.9479000000000006,2.0028,1
c:17775,OpVista,closed,0,6.4767,7.3507,2,2,43000000,1,5.0055,5.0055,1.0,CA,software,0,0,0,0,1,1,1,7.633468465679458,0.0,0.8739999999999997,1
c:144,Metaweb Technologies,acquired,1,1.1616,3.0384,7,2,57000000,2,3.2658,5.5397,3.5,CA,web,0,0,1,1,0,0,1,7.755874863291693,2.2739,1.8768000000000002,1
c:13046,DocVerse,acquired,1,0.8932,0.8932,8,1,1300000,4,0.8329,4.2137,4.0,CA,web,0,1,0,0,0,0,1,6.113943686379387,3.3808000000000002,0.0,1
c:40,Veoh,acquired,1,1.4986,4.4247,15,4,69750000,4,4.0877,9.737,5.0,CA,games_video,0,0,1,1,1,1,1,7.843544218172079,5.6493,2.9261,1
c:26460,BzzAgent,acquired,1,3.0,5.0027,16,2,14500000,2,9.6247,10.3945,2.0,MA,advertising,0,1,0,1,0,0,1,7.161368032186317,0.7698,2.0027,1
c:15887,Hammerhead Systems,closed,0,4.0849,5.5836,2,2,48000000,0,,,6.0,CA,hardware,0,0,0,0,1,1,1,7.681241246423389,,1.4986999999999995,0
c:36742,ThermalTherapeuticSystems,closed,0,3.5041,5.4438,3,2,3508462,0,,,3.0,PA,medical,1,0,1,0,0,0,1,6.545116900850424,,1.9397000000000002,0
c:3962,GuardianEdge Technologies,acquired,1,3.4301,5.5589,10,3,19500000,1,7.8384,7.8384,3.3333,CA,software,0,0,1,1,0,0,1,7.290034633634029,0.0,2.1288000000000005,1
c:162116,Gradient X,acquired,1,0.4685,0.4685,5,1,3750000,3,1.1041,1.6795,9.0,CA,mobile,0,0,0,0,0,0,1,6.574031383539565,0.5753999999999999,0.0,1
c:55044,ezzai - how to arabia,closed,0,0.0,0.0,1,1,45000000,0,,,2.0,IL,web,0,0,0,0,0,0,0,7.653212523426332,,0.0,0
c:7207,rPath,closed,0,0.8164,5.5616,8,4,32500000,3,4.5562,7.9863,2.75,NC,enterprise,0,0,1,1,1,1,1,7.511883374341782,3.4301000000000004,4.7452000000000005,1
c:863,Boomi,acquired,1,1.8384,8.3397,4,2,4900000,5,5.674,13.5562,1.5,PA,enterprise,0,1,0,1,0,0,1,6.690196168660032,7.8822,6.5013000000000005,1
c:16066,VoloMedia,closed,0,2.2986,3.2110000000000003,4,2,12000000,3,3.5945,4.5753,2.0,CA,advertising,0,0,0,1,1,0,1,7.07918128223883,0.9808000000000003,0.9124000000000003,1
c:220,Flixster,acquired,1,0.0329,2.2055,12,3,7175000,6,4.5151,6.9123,2.6667,CA,web,0,1,1,1,0,0,1,6.855821965934873,2.3971999999999998,2.1725999999999996,1
c:54,Wesabe,closed,0,1.1699,1.4986,3,2,4700000,4,0.0849,5.3863,1.5,CA,web,0,1,1,0,0,0,1,6.672097950338789,5.3014,0.3287,1
c:9730,OfferLounge,closed,0,0.0,0.0,3,1,120000,0,,,2.0,CA,public_relations,0,1,0,0,0,0,0,5.079184865153228,,0.0,0
c:3122,NeoEdge Networks,acquired,1,5.1041,8.6411,10,3,10000000,2,5.6712,6.8986,1.6667,CA,advertising,1,0,0,1,0,0,0,7.000000043429446,1.2274000000000003,3.537,1
c:36579,SemiSouth Laboratories,closed,0,4.9562,10.3151,0,4,39000000,0,,,3.0,TX,semiconductor,1,0,1,0,0,0,0,7.591064618162255,,5.358899999999999,0
c:43327,Camiant,acquired,1,2.2411,4.0301,3,2,16100000,0,,,2.5,MA,software,0,0,0,1,1,0,1,7.206825903006662,,1.7890000000000001,0
c:1789,NuConomy,acquired,1,1.2466,2.0849,4,2,3300000,3,2.4986,5.3233,2.0,CA,advertising,0,1,1,0,0,0,1,6.518514071482256,2.8246999999999995,0.8383000000000003,1
c:38339,Flowtown,acquired,1,1.5616,1.5616,6,1,750000,3,1.2438,1.7726,9.0,CA,analytics,0,1,0,0,0,0,1,5.875061842450624,0.5287999999999999,0.0,1
c:13410,GlobalCrypto,closed,0,2.4493,2.4493,0,2,1000000,0,,,2.0,GA,software,1,1,0,0,0,0,0,6.0000004342942646,,0.0,0
c:43915,Bioenvision,closed,0,11.3342,11.3342,3,1,7410000,0,,,3.0,NY,biotech,1,0,0,0,0,0,1,6.869818266588566,,0.0,0
c:37712,Teranetics,acquired,1,6.8932,10.4082,5,3,52800000,0,,,5.3333,CA,semiconductor,1,0,0,0,1,0,1,7.722633930759087,,3.5150000000000006,0
c:3288,WebVisible,closed,0,4.6685,9.1178,33,3,37000000,4,9.7534,12.8027,1.3333,CA,software,0,0,1,1,1,0,1,7.568201735804683,3.0493000000000006,4.449300000000001,1
c:10179,GoodGuide,acquired,1,1.137,3.737,14,3,14229998,3,2.463,3.2164,3.0,CA,web,0,0,1,1,0,0,1,7.153204869564643,0.7534000000000001,2.6,1
c:33869,ViVu,acquired,1,0.7205,2.4356,7,2,3000000,2,0.7671,2.7918,2.5,CA,messaging,0,0,1,1,0,0,1,6.477121399484465,2.0246999999999997,1.7151,1
c:21528,avVenta,acquired,1,4.0384,4.0384,10,1,20000000,1,6.0027,6.0027,1.0,NY,advertising,0,0,1,0,0,0,0,7.301030017378705,0.0,0.0,1
c:30820,DiJiPOP,acquired,1,0.7479,2.0959,6,2,2000000,3,1.6548,2.0959,1.5,RI,advertising,0,1,0,0,0,0,1,6.301030212811168,0.4410999999999998,1.3479999999999999,1
c:25782,Layer 7 Technologies,acquired,1,3.8192,6.0932,3,2,19900000,2,9.0055,9.7726,2.0,DC,software,1,0,0,1,0,0,1,7.2988530982335496,0.767100000000001,2.2740000000000005,1
c:278,DeliveryEdge,closed,0,1.2493,1.2493,6,1,1500000,1,2.589,2.589,1.0,CA,ecommerce,0,0,0,0,0,0,0,6.176091548585239,0.0,0.0,1
c:75500,Solmentum,closed,0,0.0,0.0,4,1,325000,1,1.2521,1.2521,4.0,CA,cleantech,0,1,0,0,0,0,0,5.511884697267532,0.0,0.0,1
c:67806,Pipewise,closed,0,0.463,0.463,16,1,3500000,2,1.2795,1.8192,5.0,CA,enterprise,0,0,1,0,0,0,1,6.5440681684343955,0.5396999999999998,0.0,1
c:1212,GridNetworks,closed,0,2.0027,4.3863,7,4,30000000,2,1.5836,4.1918,2.0,WA,network_hosting,0,1,1,1,0,0,1,7.477121269196145,2.6082,2.3836000000000004,1
c:31754,MAP Pharmaceuticals,acquired,1,4.2384,4.2384,1,1,50000000,0,,,6.0,CA,biotech,0,0,0,0,0,1,1,7.698970013021908,,0.0,0
c:25307,"ORCA, Inc.",acquired,1,1.4712,1.4712,5,1,2000000,2,1.0027,1.4712,3.0,NY,ecommerce,0,0,1,0,0,0,1,6.301030212811168,0.46850000000000014,0.0,1
c:1870,Amobee,acquired,1,1.5041,5.8356,25,6,72000000,2,6.1699,8.3534,2.3333,CA,advertising,1,0,1,1,1,1,1,7.857332502463136,2.1835000000000004,4.3315,1
c:27285,KOTURA,acquired,1,1.6849,5.8493,4,3,27690547,1,8.4219,8.4219,4.5,CA,cleantech,0,0,0,1,1,1,1,7.442331550582018,0.0,4.1644000000000005,1
c:48640,Auvitek International,closed,0,2.189,2.189,32,1,9000000,0,,,4.0,TX,semiconductor,0,0,0,1,0,0,1,6.954242557694265,,0.0,0
c:18470,Outright,acquired,1,0.4192,1.4658,12,2,7500000,3,3.1315,4.137,3.5,CA,enterprise,0,0,1,0,0,0,1,6.875061321297627,1.0054999999999996,1.0466,1
c:21395,Phurnace Software,acquired,1,0.6932,1.4986,9,2,10000000,1,3.4164,3.4164,2.0,TX,software,0,0,1,0,0,0,1,7.000000043429446,0.0,0.8053999999999999,1
c:25132,FastSoft,acquired,1,1.4411,6.6795,7,4,5965000,1,2.0,2.0,1.0,CA,software,1,0,1,0,0,0,0,6.775610520813476,0.0,5.2384,1
c:72,GrandCentral,acquired,1,-0.2466,-0.2466,9,1,4000000,4,-0.4082,7.4548,1.0,CA,mobile,0,0,1,0,0,0,0,6.6020600999015695,7.8629999999999995,0.0,1
c:17429,Speedshape,closed,0,5.1397,5.1397,2,1,5000000,1,7.0055,7.0055,1.0,MI,advertising,1,0,0,0,0,0,0,6.698970091194907,0.0,0.0,1
c:487,BlueLithium,acquired,1,1.0877,1.0877,15,1,11500000,2,5.0959,7.3863,2.0,CA,advertising,0,0,1,0,0,0,1,7.060697878118348,2.2904,0.0,1
c:40665,Media Chaperone,closed,0,1.0356,2.1479,2,2,1050000,1,1.5808,1.5808,1.0,IL,web,1,0,0,0,0,0,0,6.021189712683533,0.0,1.1122999999999998,1
c:2972,Giant Realm,acquired,1,1.1644,1.3507,13,2,5500000,2,1.3507,3.3315,2.0,NY,web,0,0,1,0,0,0,1,6.74036276845687,1.9808000000000001,0.1862999999999999,1
c:1832,Invite Media,acquired,1,0.8301,2.8329,17,3,5000000,4,1.0877,3.337,1.6667,PA,advertising,0,1,1,0,0,0,1,6.698970091194907,2.2493000000000003,2.0028,1
c:30173,UpMo,closed,0,-1.0521,0.6247,11,2,3700000,3,-1.3589,1.663,3.0,CA,enterprise,1,0,0,0,0,0,0,6.568201841443866,3.0219,1.6768,1
c:17512,Appscio,closed,0,1.2137,3.0082,4,2,7000000,0,,,2.0,CA,software,0,0,1,0,0,0,0,6.845098102056321,,1.7945,0
c:833,Eons,closed,0,1.2466,2.1616,14,2,32000000,4,2.0,3.8137,3.5,MA,network_hosting,0,0,1,1,0,0,1,7.505149991891608,1.8136999999999999,0.915,1
c:615,LocaModa,acquired,1,0.7123,4.2301,8,3,7900000,2,2.6685,3.0575,2.0,MA,advertising,0,0,1,0,0,0,0,6.897627146264423,0.38900000000000023,3.5178000000000003,1
c:1731,Meraki,acquired,1,0.6685,6.2795,16,5,80000000,3,2.7945,7.4493,2.25,CA,network_hosting,0,1,1,1,1,1,1,7.903089992420624,4.6548,5.611,1
c:39755,MPOWER Mobile,closed,0,4.8247,4.8247,1,1,5000000,1,0.2466,0.2466,1.0,TX,mobile,1,0,0,0,0,0,1,6.698970091194907,0.0,0.0,1
c:134,Haute Secure,acquired,1,1.0,3.1863,5,2,2100000,3,2.4301,7.6247,1.5,WA,security,0,1,1,0,0,0,1,6.322219501540766,5.194599999999999,2.1863,1
c:6313,Intelliworks,acquired,1,0.2055,4.3973,6,4,22250000,1,3.4164,3.4164,2.5,MD,enterprise,0,0,1,1,1,1,1,7.347330034835803,0.0,4.191800000000001,1
c:107746,Meridian,acquired,1,0.5397,1.5014,6,2,1975000,2,-14.1699,2.2082,3.0,OR,enterprise,1,1,0,0,0,0,0,6.295567319858364,16.3781,0.9617000000000001,1
c:2566,Kluster,acquired,1,0.0,0.0,0,1,1000000,2,3.5918,4.3260000000000005,1.0,NY,web,0,1,0,0,0,0,1,6.0000004342942646,0.7342000000000004,0.0,1
c:47440,International Battery,closed,0,2.3452,2.3452,0,1,35000000,0,,,1.0,PA,cleantech,0,0,0,0,1,0,0,7.5440680567586895,,0.0,0
c:44,Jingle Networks,acquired,1,0.0822,4.3260000000000005,12,7,88651133,5,3.663,5.6110000000000015,3.1667,NY,mobile,1,1,1,1,1,1,1,7.9476842953435085,1.9480000000000017,4.2438,1
c:30527,SemEquip,acquired,1,5.5945,5.5945,3,1,26000000,0,,,2.0,MA,semiconductor,1,0,0,0,0,0,1,7.414973364674451,,0.0,0
c:83176,ItsGoinOn,closed,0,0.6712,0.6712,3,1,100000,2,0.0,0.7562,1.0,CA,games_video,0,1,0,0,0,0,0,5.000004342923105,0.7562,0.0,1
c:20488,mSnap,acquired,1,1.0,1.0,6,1,5000000,3,3.811,4.9178,1.0,CO,mobile,0,0,1,0,0,0,1,6.698970091194907,1.1067999999999998,0.0,1
c:24570,Biofisica,closed,0,6.8356,8.3096,5,2,7300000,0,,,3.0,GA,biotech,1,0,1,0,0,0,1,6.8633229196128465,,1.4739999999999993,0
c:20506,Ardian,acquired,1,2.0027,6.2274,8,3,64080000,2,4.0027,10.7616,4.0,CA,biotech,0,0,1,1,1,0,1,7.806722509853561,6.7589,4.2247,1
c:69279,Tracelytics,acquired,1,1.3425,1.726,8,2,5800000,2,-0.0822,1.7205,4.0,RI,enterprise,0,1,1,0,0,0,1,6.76342806844129,1.8027,0.38349999999999995,1
c:23192,Canopy Financial,closed,0,4.0027,5.7534,6,4,89500000,2,5.9233,6.0,1.0,CA,finance,0,0,0,1,1,0,1,7.951823040168364,0.07669999999999977,1.7507000000000001,1
c:38,Kyte,acquired,1,0.5808,5.2521,11,4,23350000,2,3.0877,4.1699,3.0,CA,games_video,0,1,1,1,0,0,1,7.368286903501466,1.0822000000000003,4.6713000000000005,1
c:7376,Ounce Labs,acquired,1,3.6877,5.9644,7,2,13500000,0,,,2.5,MA,software,1,0,0,0,1,0,1,7.130333800664967,,2.2767000000000004,0
c:16070,Crossbeam Systems,acquired,1,7.3534,8.126,13,2,24500000,2,11.0329,11.0575,5.5,MA,security,0,0,0,0,0,0,1,7.3891661020908375,0.02459999999999951,0.7725999999999997,1
c:53814,PacketHop,closed,0,3.6027,3.6027,2,1,10000000,1,3.0027,3.0027,4.0,CA,public_relations,0,0,0,0,1,0,1,7.000000043429446,0.0,0.0,1
c:53831,Inaura,closed,0,-1.9863,-1.9863,3,1,8500000,0,,,1.0,UT,other,1,0,0,0,0,0,0,6.929418976807758,,0.0,0
c:24040,DynaPump,closed,0,16.4192,16.4192,0,1,6000000,0,,,3.0,TX,cleantech,0,0,0,1,0,0,0,6.7781513227660515,,0.0,0
c:40762,Immunet Corporation,acquired,1,1.337,1.337,3,1,2000000,1,1.3479,1.3479,2.0,CA,software,0,0,1,0,0,0,1,6.301030212811168,0.0,0.0,1
c:75008,CopperEgg Corporation,acquired,1,1.1123,1.937,3,2,4100000,2,0.0,1.1123,1.5,TX,enterprise,0,0,1,0,0,0,1,6.612783962645206,1.1123,0.8247,1
c:197,Wink,acquired,1,0.3699,0.3699,5,1,6200000,4,1.9507,8.3178,2.0,CA,search,0,0,1,0,0,0,1,6.792391759545746,6.3671,0.0,1
c:3087,PopularMedia,acquired,1,4.0877,5.5753,8,2,12250000,1,4.0027,4.0027,2.5,CA,advertising,0,0,0,1,1,0,1,7.08813612415316,0.0,1.4876000000000005,1
c:23098,Miyowa,acquired,1,3.3945,5.0712,3,2,11725600,2,5.7233,8.7342,2.0,CA,mobile,0,0,1,1,0,0,1,7.069135111881313,3.0108999999999995,1.6767000000000003,1
c:45792,Intrusic,closed,0,4.3151,5.8301,1,2,16000000,0,,,3.0,MA,software,0,0,1,1,0,0,1,7.204120009799329,,1.5149999999999997,0
c:37215,Dashwire,acquired,1,2.4767,4.3836,10,3,5056559,2,3.3945,4.9863,1.6667,WA,mobile,1,0,1,0,0,0,1,6.703855164847555,1.5918,1.9069000000000003,1
c:314,Reddit,acquired,1,0.4137,0.4137,9,1,100000,3,6.8329,8.874,1.0,CA,web,0,1,0,0,0,0,1,5.000004342923105,2.0411,0.0,1
c:3991,Pure Digital Technologies,acquired,1,2.3342,6.9671,11,3,68200000,3,4.0027,8.3014,4.0,CA,hardware,1,1,0,0,0,0,1,7.833784381024433,4.298699999999999,4.6329,1
c:16892,Voxify,acquired,1,4.0877,9.3068,5,3,33000000,1,6.0027,6.0027,3.6667,CA,enterprise,1,0,0,1,0,1,1,7.518513953038326,0.0,5.219100000000001,1
c:38460,EvoApp,closed,0,1.7863,3.3014,8,3,3352194,2,2.0822,2.3288,9.5,NC,analytics,0,1,1,0,0,0,0,6.52532927396801,0.24660000000000037,1.5151000000000001,1
c:64959,Visual Revenue,acquired,1,1.4082,1.9068,5,2,2212000,2,-0.1616,1.8384,3.0,NY,analytics,0,1,1,0,0,0,1,6.3447853189682775,2.0,0.49860000000000015,1
c:36484,Calibra Medical,acquired,1,5.9014,7.2904,1,4,19800000,0,,,5.0,CA,biotech,1,0,0,0,0,1,1,7.296665212195595,,1.3890000000000002,0
c:47270,Offermatic,closed,0,0.8301,1.0986,6,2,4500000,2,1.1014,1.1616,3.0,CA,web,0,1,1,0,0,0,1,6.653212610285218,0.06020000000000003,0.26850000000000007,1
c:17433,HiWired,acquired,1,4.0027,4.0055,2,2,14000000,1,4.0027,4.0027,1.5,MA,software,1,0,0,1,0,0,1,7.146128066699271,0.0,0.0027999999999996916,1
c:144687,DateMyFamily.com,closed,0,0.0548,0.0548,4,1,100000,2,0.0685,0.4,1.0,FL,social,0,1,0,0,0,0,0,5.000004342923105,0.3315,0.0,1
c:6592,Hyperic,acquired,1,2.3562,3.4274,4,2,9900000,2,3.0027,5.3425,2.0,CA,software,0,0,1,1,0,0,1,6.9956352384656775,2.3398000000000003,1.0712000000000002,1
c:34545,Optimal,acquired,1,0.0,5.063,10,3,7600000,2,5.0055,5.7945,5.0,CA,advertising,0,0,1,1,0,0,1,6.880813649424798,0.7890000000000006,5.063,1
c:17030,SendMeHome.com,closed,0,0.0,0.0,2,1,50000,1,0.737,0.737,2.0,CA,games_video,0,1,0,0,0,0,0,4.698978690138799,0.0,0.0,1
c:13358,Q-magic,closed,0,-0.0849,-0.0849,3,1,650000,0,,,1.0,CA,public_relations,0,1,0,0,0,0,0,5.812914024787698,,0.0,0
c:10610,Geodelic Systems,closed,0,0.9178,2.7288,8,3,10500000,3,2.4164,2.7288,2.0,CA,mobile,1,0,1,1,0,0,1,7.021189340431316,0.31240000000000023,1.8110000000000002,1
c:68470,BlockBeacon,acquired,1,0.4712,0.4712,12,1,500000,2,0.0,0.9178,1.0,CA,web,0,1,0,0,0,0,0,5.698970872924114,0.9178,0.0,1
c:10197,PostPath,acquired,1,1.9342,4.0438,2,2,24300000,3,2.0027,10.189,2.5,CA,web,0,0,0,1,1,0,1,7.385606291470513,8.1863,2.1096000000000004,1
c:33771,Attune Systems,closed,0,7.4904,7.874,6,2,18000000,1,7.0055,7.0055,4.0,CA,hardware,1,0,0,1,0,0,1,7.255272529230776,0.0,0.3835999999999995,1
c:437,TokBox,acquired,1,0.6548,3.5452,27,3,26000000,5,3.8438,6.5589,3.6667,CA,messaging,0,0,1,1,1,0,1,7.414973364674451,2.7151000000000005,2.8903999999999996,1
c:15870,Avega Systems,closed,0,2.2466,5.0356,2,2,9500000,0,,,3.0,CA,hardware,1,0,0,1,0,0,1,6.977723651004054,,2.7889999999999997,0
c:20062,Heartscape,acquired,1,7.3151,7.3151,6,1,16980999,1,5.0055,5.0055,1.0,MD,biotech,0,0,0,1,0,0,1,7.229963261979429,0.0,0.0,1
c:281,PeerMe,closed,0,1.0027,1.0027,2,1,5000000,2,1.1644,3.5699,3.0,CA,games_video,0,0,1,0,0,0,0,6.698970091194907,2.4055,0.0,1
c:19869,Pacinian,closed,0,1.6712,1.6712,3,1,350000,0,,,1.0,WA,hardware,1,0,0,0,0,0,0,5.54406928518988,,0.0,0
c:8251,neoSaej,closed,0,1.2384,4.9726,1,5,13130000,1,1.0,1.0,2.0,MA,web,1,0,1,0,0,0,1,7.118264759165981,0.0,3.7342,1
c:60243,Kiha Software,closed,0,2.8247,2.8247,1,1,20000000,2,0.0,2.8219,1.0,WA,software,0,0,1,0,0,0,0,7.301030017378705,2.8219,0.0,1
c:513,Vlingo,acquired,1,0.5014,3.2959,18,3,26500000,4,2.0685,6.9973,2.0,MA,mobile,1,0,1,1,0,0,1,7.423245890325279,4.928800000000001,2.7945,1
c:19483,Tizor Systems,acquired,1,3.6986,4.1041,4,2,15000000,0,,,5.0,MA,enterprise,0,0,0,1,0,0,1,7.176091288008646,,0.40549999999999997,0
c:49341,Cerona Networks,closed,0,4.3041,4.3041,0,1,2600000,0,,,1.0,MD,public_relations,0,0,1,0,0,0,0,6.414973515007125,,0.0,0
c:31764,Oorja Protonics,closed,0,2.3973,6.0329,1,4,21470000,0,,,3.5,CA,cleantech,0,0,1,1,0,0,1,7.3318320646642166,,3.6355999999999997,0
c:51969,Hurricane Party,closed,0,0.0,0.0,5,1,20000,2,0.274,0.863,1.0,TX,mobile,0,1,0,0,0,0,0,4.301051709845226,0.589,0.0,1
